Date,District_Name,Neighborhood_Name,Sensus_Area,Population
2015-01-01,Ciutat Vella,el Raval,1001,1321
2015-01-01,Ciutat Vella,el Raval,1002,1528
2015-01-01,Ciutat Vella,el Raval,1003,3340
2015-01-01,Ciutat Vella,el Raval,1004,2785
2015-01-01,Ciutat Vella,el Raval,1005,2460
2015-01-01,Ciutat Vella,el Raval,1006,1560
2015-01-01,Ciutat Vella,el Raval,1007,2044
2015-01-01,Ciutat Vella,el Raval,1008,3414
2015-01-01,Ciutat Vella,el Raval,1009,2175
2015-01-01,Ciutat Vella,el Raval,1010,2359
2015-01-01,Ciutat Vella,el Raval,1011,3378
2015-01-01,Ciutat Vella,el Raval,1012,1883
2015-01-01,Ciutat Vella,el Raval,1013,1356
2015-01-01,Ciutat Vella,el Raval,1014,1986
2015-01-01,Ciutat Vella,el Raval,1015,2303
2015-01-01,Ciutat Vella,el Raval,1016,2173
2015-01-01,Ciutat Vella,el Raval,1017,2677
2015-01-01,Ciutat Vella,el Raval,1018,1562
2015-01-01,Ciutat Vella,el Raval,1019,2785
2015-01-01,Ciutat Vella,el Raval,1020,2069
2015-01-01,Ciutat Vella,el Raval,1021,1992
2015-01-01,Ciutat Vella,el Barri Gòtic,1022,1184
2015-01-01,Ciutat Vella,el Barri Gòtic,1023,1949
2015-01-01,Ciutat Vella,el Barri Gòtic,1025,1282
2015-01-01,Ciutat Vella,el Barri Gòtic,1026,2124
2015-01-01,Ciutat Vella,el Barri Gòtic,1027,1623
2015-01-01,Ciutat Vella,el Barri Gòtic,1028,1938
2015-01-01,Ciutat Vella,el Barri Gòtic,1029,1365
2015-01-01,Ciutat Vella,el Barri Gòtic,1030,2402
2015-01-01,Ciutat Vella,el Barri Gòtic,1031,1647
2015-01-01,Ciutat Vella,la Barceloneta,1032,1806
2015-01-01,Ciutat Vella,la Barceloneta,1033,1094
2015-01-01,Ciutat Vella,la Barceloneta,1034,1030
2015-01-01,Ciutat Vella,la Barceloneta,1035,1328
2015-01-01,Ciutat Vella,la Barceloneta,1036,1183
2015-01-01,Ciutat Vella,la Barceloneta,1037,1464
2015-01-01,Ciutat Vella,la Barceloneta,1038,1492
2015-01-01,Ciutat Vella,la Barceloneta,1039,1299
2015-01-01,Ciutat Vella,la Barceloneta,1040,1101
2015-01-01,Ciutat Vella,la Barceloneta,1041,1467
2015-01-01,Ciutat Vella,la Barceloneta,1042,1773
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1043,1290
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1044,1480
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1045,2016
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1046,1711
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1047,1828
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1048,2218
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1049,1453
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1050,1620
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1051,1809
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1052,2409
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1053,2004
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1054,1337
2015-01-01,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1055,1293
2015-01-01,Eixample,el Fort Pienc,2001,1290
2015-01-01,Eixample,el Fort Pienc,2002,2202
2015-01-01,Eixample,el Fort Pienc,2003,1278
2015-01-01,Eixample,el Fort Pienc,2004,1492
2015-01-01,Eixample,el Fort Pienc,2005,2108
2015-01-01,Eixample,el Fort Pienc,2006,1612
2015-01-01,Eixample,el Fort Pienc,2007,1225
2015-01-01,Eixample,el Fort Pienc,2008,1875
2015-01-01,Eixample,el Fort Pienc,2009,1752
2015-01-01,Eixample,el Fort Pienc,2010,1167
2015-01-01,Eixample,el Fort Pienc,2011,1084
2015-01-01,Eixample,el Fort Pienc,2012,1558
2015-01-01,Eixample,el Fort Pienc,2013,1127
2015-01-01,Eixample,el Fort Pienc,2014,1317
2015-01-01,Eixample,el Fort Pienc,2015,1559
2015-01-01,Eixample,el Fort Pienc,2016,1811
2015-01-01,Eixample,el Fort Pienc,2017,1926
2015-01-01,Eixample,el Fort Pienc,2018,1833
2015-01-01,Eixample,el Fort Pienc,2019,1939
2015-01-01,Eixample,el Fort Pienc,2020,1393
2015-01-01,Eixample,la Sagrada Família,2021,1432
2015-01-01,Eixample,la Sagrada Família,2022,1261
2015-01-01,Eixample,la Sagrada Família,2023,1094
2015-01-01,Eixample,la Sagrada Família,2024,1129
2015-01-01,Eixample,la Sagrada Família,2025,1179
2015-01-01,Eixample,la Sagrada Família,2026,2157
2015-01-01,Eixample,la Sagrada Família,2027,2008
2015-01-01,Eixample,la Sagrada Família,2028,2070
2015-01-01,Eixample,la Sagrada Família,2029,1145
2015-01-01,Eixample,la Sagrada Família,2030,1219
2015-01-01,Eixample,la Sagrada Família,2031,1085
2015-01-01,Eixample,la Sagrada Família,2032,1185
2015-01-01,Eixample,la Sagrada Família,2033,1183
2015-01-01,Eixample,la Sagrada Família,2034,1171
2015-01-01,Eixample,la Sagrada Família,2035,1265
2015-01-01,Eixample,la Sagrada Família,2036,1227
2015-01-01,Eixample,la Sagrada Família,2037,1215
2015-01-01,Eixample,la Sagrada Família,2038,1596
2015-01-01,Eixample,la Sagrada Família,2039,1726
2015-01-01,Eixample,la Sagrada Família,2040,1649
2015-01-01,Eixample,la Sagrada Família,2041,1582
2015-01-01,Eixample,la Sagrada Família,2042,1661
2015-01-01,Eixample,la Sagrada Família,2043,1447
2015-01-01,Eixample,la Sagrada Família,2044,1274
2015-01-01,Eixample,la Sagrada Família,2045,1181
2015-01-01,Eixample,la Sagrada Família,2046,1880
2015-01-01,Eixample,la Sagrada Família,2047,1878
2015-01-01,Eixample,la Sagrada Família,2048,1224
2015-01-01,Eixample,la Sagrada Família,2049,2044
2015-01-01,Eixample,la Sagrada Família,2050,1559
2015-01-01,Eixample,la Sagrada Família,2051,1900
2015-01-01,Eixample,la Sagrada Família,2052,1816
2015-01-01,Eixample,la Sagrada Família,2053,1805
2015-01-01,Eixample,la Sagrada Família,2054,1847
2015-01-01,Eixample,la Dreta de l'Eixample,2055,1858
2015-01-01,Eixample,la Dreta de l'Eixample,2056,1504
2015-01-01,Eixample,la Dreta de l'Eixample,2057,1241
2015-01-01,Eixample,la Dreta de l'Eixample,2058,1397
2015-01-01,Eixample,la Dreta de l'Eixample,2059,1695
2015-01-01,Eixample,la Dreta de l'Eixample,2060,1675
2015-01-01,Eixample,la Dreta de l'Eixample,2061,1330
2015-01-01,Eixample,la Dreta de l'Eixample,2062,1551
2015-01-01,Eixample,la Dreta de l'Eixample,2063,1183
2015-01-01,Eixample,la Dreta de l'Eixample,2064,1367
2015-01-01,Eixample,la Dreta de l'Eixample,2065,1882
2015-01-01,Eixample,la Dreta de l'Eixample,2066,1840
2015-01-01,Eixample,la Dreta de l'Eixample,2067,1659
2015-01-01,Eixample,la Dreta de l'Eixample,2068,1699
2015-01-01,Eixample,la Dreta de l'Eixample,2069,1380
2015-01-01,Eixample,la Dreta de l'Eixample,2070,1358
2015-01-01,Eixample,la Dreta de l'Eixample,2071,1735
2015-01-01,Eixample,la Dreta de l'Eixample,2072,1198
2015-01-01,Eixample,la Dreta de l'Eixample,2073,1641
2015-01-01,Eixample,la Dreta de l'Eixample,2074,1197
2015-01-01,Eixample,la Dreta de l'Eixample,2075,1229
2015-01-01,Eixample,la Dreta de l'Eixample,2076,1658
2015-01-01,Eixample,la Dreta de l'Eixample,2077,1484
2015-01-01,Eixample,la Dreta de l'Eixample,2078,1380
2015-01-01,Eixample,la Dreta de l'Eixample,2079,1239
2015-01-01,Eixample,la Dreta de l'Eixample,2080,1440
2015-01-01,Eixample,la Dreta de l'Eixample,2081,2097
2015-01-01,Eixample,la Dreta de l'Eixample,2082,935
2015-01-01,Eixample,la Dreta de l'Eixample,2083,1706
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2084,1992
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2085,1489
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2086,1418
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2087,1432
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2088,1645
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2089,1936
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2090,1629
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2091,1818
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2092,1734
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2093,1672
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2094,1475
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2095,1515
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2096,1363
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2097,1146
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2098,1521
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2099,1485
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2100,1374
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2101,2143
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2102,1390
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2103,1747
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2104,1097
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2105,2035
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2106,1432
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2107,1646
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2108,1577
2015-01-01,Eixample,l'Antiga Esquerra de l'Eixample,2109,1951
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2110,1873
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2111,1743
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2112,1317
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2113,1993
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2114,1698
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2115,1370
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2116,1048
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2117,1177
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2118,1500
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2119,1297
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2120,1188
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2121,1232
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2122,1063
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2123,1128
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2124,1112
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2125,1692
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2126,1542
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2127,1108
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2128,1275
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2129,1540
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2130,1099
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2131,1212
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2132,1222
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2133,870
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2134,1412
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2135,2071
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2136,876
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2137,1412
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2138,1905
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2139,1675
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2140,1929
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2141,1279
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2142,2022
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2143,1246
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2144,1484
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2145,1295
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2146,1159
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2147,2209
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2148,1564
2015-01-01,Eixample,la Nova Esquerra de l'Eixample,2149,1827
2015-01-01,Eixample,Sant Antoni,2150,1500
2015-01-01,Eixample,Sant Antoni,2151,1439
2015-01-01,Eixample,Sant Antoni,2152,1248
2015-01-01,Eixample,Sant Antoni,2153,1341
2015-01-01,Eixample,Sant Antoni,2154,1028
2015-01-01,Eixample,Sant Antoni,2155,1904
2015-01-01,Eixample,Sant Antoni,2156,1276
2015-01-01,Eixample,Sant Antoni,2157,1200
2015-01-01,Eixample,Sant Antoni,2158,1631
2015-01-01,Eixample,Sant Antoni,2159,1824
2015-01-01,Eixample,Sant Antoni,2160,1987
2015-01-01,Eixample,Sant Antoni,2161,1138
2015-01-01,Eixample,Sant Antoni,2162,1364
2015-01-01,Eixample,Sant Antoni,2163,1800
2015-01-01,Eixample,Sant Antoni,2164,1389
2015-01-01,Eixample,Sant Antoni,2165,1618
2015-01-01,Eixample,Sant Antoni,2166,2111
2015-01-01,Eixample,Sant Antoni,2167,2086
2015-01-01,Eixample,Sant Antoni,2168,2225
2015-01-01,Eixample,Sant Antoni,2169,1568
2015-01-01,Eixample,Sant Antoni,2170,1583
2015-01-01,Eixample,Sant Antoni,2171,1609
2015-01-01,Eixample,Sant Antoni,2172,1579
2015-01-01,Eixample,Sant Antoni,2173,1583
2015-01-01,Sants-Montjuïc,el Poble-sec,3001,1653
2015-01-01,Sants-Montjuïc,el Poble-sec,3002,2047
2015-01-01,Sants-Montjuïc,el Poble-sec,3003,1708
2015-01-01,Sants-Montjuïc,el Poble-sec,3004,1552
2015-01-01,Sants-Montjuïc,el Poble-sec,3005,1232
2015-01-01,Sants-Montjuïc,el Poble-sec,3006,1375
2015-01-01,Sants-Montjuïc,el Poble-sec,3007,1728
2015-01-01,Sants-Montjuïc,el Poble-sec,3008,1234
2015-01-01,Sants-Montjuïc,el Poble-sec,3009,1227
2015-01-01,Sants-Montjuïc,el Poble-sec,3010,1822
2015-01-01,Sants-Montjuïc,el Poble-sec,3011,1815
2015-01-01,Sants-Montjuïc,el Poble-sec,3012,2175
2015-01-01,Sants-Montjuïc,el Poble-sec,3013,1910
2015-01-01,Sants-Montjuïc,el Poble-sec,3014,1831
2015-01-01,Sants-Montjuïc,el Poble-sec,3015,3021
2015-01-01,Sants-Montjuïc,el Poble-sec,3016,1248
2015-01-01,Sants-Montjuïc,el Poble-sec,3017,1696
2015-01-01,Sants-Montjuïc,el Poble-sec,3018,1716
2015-01-01,Sants-Montjuïc,el Poble-sec,3019,1453
2015-01-01,Sants-Montjuïc,el Poble-sec,3020,1207
2015-01-01,Sants-Montjuïc,el Poble-sec,3021,1151
2015-01-01,Sants-Montjuïc,el Poble-sec,3022,1441
2015-01-01,Sants-Montjuïc,el Poble-sec,3023,1984
2015-01-01,Sants-Montjuïc,el Poble-sec,3024,1996
2015-01-01,Sants-Montjuïc,la Marina del Prat Vermell,3025,1122
2015-01-01,Sants-Montjuïc,la Marina de Port,3026,1006
2015-01-01,Sants-Montjuïc,la Marina de Port,3027,1769
2015-01-01,Sants-Montjuïc,la Marina de Port,3028,2283
2015-01-01,Sants-Montjuïc,la Marina de Port,3029,1251
2015-01-01,Sants-Montjuïc,la Marina de Port,3030,1569
2015-01-01,Sants-Montjuïc,la Marina de Port,3031,2457
2015-01-01,Sants-Montjuïc,la Marina de Port,3032,1556
2015-01-01,Sants-Montjuïc,la Marina de Port,3033,1409
2015-01-01,Sants-Montjuïc,la Marina de Port,3034,1551
2015-01-01,Sants-Montjuïc,la Marina de Port,3211,1421
2015-01-01,Sants-Montjuïc,la Marina de Port,3035,2301
2015-01-01,Sants-Montjuïc,la Marina de Port,3036,2369
2015-01-01,Sants-Montjuïc,la Marina de Port,3037,1108
2015-01-01,Sants-Montjuïc,la Marina de Port,3212,2440
2015-01-01,Sants-Montjuïc,la Marina de Port,3213,2342
2015-01-01,Sants-Montjuïc,la Marina de Port,3038,1014
2015-01-01,Sants-Montjuïc,la Marina de Port,3039,2391
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3040,1522
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3041,1335
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3042,1394
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3043,1660
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3044,1928
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3045,1079
2015-01-01,Sants-Montjuïc,la Font de la Guatlla,3046,1453
2015-01-01,Sants-Montjuïc,Hostafrancs,3047,1801
2015-01-01,Sants-Montjuïc,Hostafrancs,3048,1376
2015-01-01,Sants-Montjuïc,Hostafrancs,3049,1679
2015-01-01,Sants-Montjuïc,Hostafrancs,3050,1577
2015-01-01,Sants-Montjuïc,Hostafrancs,3051,1800
2015-01-01,Sants-Montjuïc,Hostafrancs,3052,1259
2015-01-01,Sants-Montjuïc,Hostafrancs,3053,2067
2015-01-01,Sants-Montjuïc,Hostafrancs,3054,1814
2015-01-01,Sants-Montjuïc,Hostafrancs,3055,1555
2015-01-01,Sants-Montjuïc,Hostafrancs,3056,830
2015-01-01,Sants-Montjuïc,la Bordeta,3057,1517
2015-01-01,Sants-Montjuïc,la Bordeta,3058,1336
2015-01-01,Sants-Montjuïc,la Bordeta,3059,1180
2015-01-01,Sants-Montjuïc,la Bordeta,3060,1331
2015-01-01,Sants-Montjuïc,la Bordeta,3061,1093
2015-01-01,Sants-Montjuïc,la Bordeta,3062,1648
2015-01-01,Sants-Montjuïc,la Bordeta,3063,1298
2015-01-01,Sants-Montjuïc,la Bordeta,3064,1254
2015-01-01,Sants-Montjuïc,la Bordeta,3065,1390
2015-01-01,Sants-Montjuïc,la Bordeta,3066,2310
2015-01-01,Sants-Montjuïc,la Bordeta,3067,1690
2015-01-01,Sants-Montjuïc,la Bordeta,3068,1164
2015-01-01,Sants-Montjuïc,la Bordeta,3069,1173
2015-01-01,Sants-Montjuïc,Sants - Badal,3070,1290
2015-01-01,Sants-Montjuïc,Sants - Badal,3071,1306
2015-01-01,Sants-Montjuïc,Sants - Badal,3072,1399
2015-01-01,Sants-Montjuïc,Sants - Badal,3073,1563
2015-01-01,Sants-Montjuïc,Sants - Badal,3074,1783
2015-01-01,Sants-Montjuïc,Sants - Badal,3075,1625
2015-01-01,Sants-Montjuïc,Sants - Badal,3076,985
2015-01-01,Sants-Montjuïc,Sants - Badal,3077,1336
2015-01-01,Sants-Montjuïc,Sants - Badal,3078,1646
2015-01-01,Sants-Montjuïc,Sants - Badal,3079,1810
2015-01-01,Sants-Montjuïc,Sants - Badal,3080,1523
2015-01-01,Sants-Montjuïc,Sants - Badal,3081,1878
2015-01-01,Sants-Montjuïc,Sants - Badal,3082,1836
2015-01-01,Sants-Montjuïc,Sants - Badal,3083,1407
2015-01-01,Sants-Montjuïc,Sants - Badal,3084,1441
2015-01-01,Sants-Montjuïc,Sants - Badal,3085,1188
2015-01-01,Sants-Montjuïc,Sants,3086,1257
2015-01-01,Sants-Montjuïc,Sants,3087,1461
2015-01-01,Sants-Montjuïc,Sants,3088,1442
2015-01-01,Sants-Montjuïc,Sants,3089,1203
2015-01-01,Sants-Montjuïc,Sants,3090,1055
2015-01-01,Sants-Montjuïc,Sants,3091,1442
2015-01-01,Sants-Montjuïc,Sants,3092,1295
2015-01-01,Sants-Montjuïc,Sants,3093,1570
2015-01-01,Sants-Montjuïc,Sants,3094,1168
2015-01-01,Sants-Montjuïc,Sants,3095,1640
2015-01-01,Sants-Montjuïc,Sants,3096,1532
2015-01-01,Sants-Montjuïc,Sants,3097,1600
2015-01-01,Sants-Montjuïc,Sants,3098,1357
2015-01-01,Sants-Montjuïc,Sants,3099,1030
2015-01-01,Sants-Montjuïc,Sants,3100,1255
2015-01-01,Sants-Montjuïc,Sants,3101,1770
2015-01-01,Sants-Montjuïc,Sants,3102,1327
2015-01-01,Sants-Montjuïc,Sants,3103,1195
2015-01-01,Sants-Montjuïc,Sants,3104,1431
2015-01-01,Sants-Montjuïc,Sants,3105,1138
2015-01-01,Sants-Montjuïc,Sants,3106,1275
2015-01-01,Sants-Montjuïc,Sants,3107,1525
2015-01-01,Sants-Montjuïc,Sants,3108,1592
2015-01-01,Sants-Montjuïc,Sants,3109,1459
2015-01-01,Sants-Montjuïc,Sants,3110,1495
2015-01-01,Sants-Montjuïc,Sants,3111,1303
2015-01-01,Sants-Montjuïc,Sants,3112,1862
2015-01-01,Sants-Montjuïc,Sants,3113,1612
2015-01-01,Sants-Montjuïc,Sants,3114,1412
2015-01-01,Les Corts,les Corts,4001,1222
2015-01-01,Les Corts,les Corts,4002,1879
2015-01-01,Les Corts,les Corts,4003,1083
2015-01-01,Les Corts,les Corts,4004,1022
2015-01-01,Les Corts,les Corts,4005,1223
2015-01-01,Les Corts,les Corts,4006,1161
2015-01-01,Les Corts,les Corts,4007,1065
2015-01-01,Les Corts,les Corts,4008,1028
2015-01-01,Les Corts,les Corts,4009,1410
2015-01-01,Les Corts,les Corts,4010,948
2015-01-01,Les Corts,les Corts,4011,1669
2015-01-01,Les Corts,les Corts,4012,1408
2015-01-01,Les Corts,les Corts,4013,1243
2015-01-01,Les Corts,les Corts,4014,764
2015-01-01,Les Corts,les Corts,4015,1894
2015-01-01,Les Corts,les Corts,4016,1115
2015-01-01,Les Corts,les Corts,4017,1103
2015-01-01,Les Corts,les Corts,4018,1574
2015-01-01,Les Corts,les Corts,4019,1297
2015-01-01,Les Corts,les Corts,4020,1419
2015-01-01,Les Corts,les Corts,4021,1252
2015-01-01,Les Corts,les Corts,4022,1524
2015-01-01,Les Corts,les Corts,4023,1093
2015-01-01,Les Corts,les Corts,4024,1070
2015-01-01,Les Corts,les Corts,4025,1198
2015-01-01,Les Corts,les Corts,4026,1341
2015-01-01,Les Corts,les Corts,4027,1227
2015-01-01,Les Corts,les Corts,4028,1347
2015-01-01,Les Corts,les Corts,4029,1164
2015-01-01,Les Corts,les Corts,4030,1795
2015-01-01,Les Corts,les Corts,4031,1830
2015-01-01,Les Corts,les Corts,4032,1545
2015-01-01,Les Corts,les Corts,4033,1181
2015-01-01,Les Corts,les Corts,4034,1491
2015-01-01,Les Corts,les Corts,4035,1418
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4036,1722
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4037,2109
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4038,1279
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4039,1205
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4040,1594
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4041,1315
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4042,1722
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4043,1657
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4044,1602
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4045,1409
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4046,2437
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4047,1664
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4048,1561
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4049,1155
2015-01-01,Les Corts,la Maternitat i Sant Ramon,4084,1379
2015-01-01,Les Corts,Pedralbes,4050,2038
2015-01-01,Les Corts,Pedralbes,4051,1594
2015-01-01,Les Corts,Pedralbes,4052,2174
2015-01-01,Les Corts,Pedralbes,4053,1555
2015-01-01,Les Corts,Pedralbes,4054,1088
2015-01-01,Les Corts,Pedralbes,4055,1545
2015-01-01,Les Corts,Pedralbes,4056,1722
2015-01-01,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5001,1634
2015-01-01,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5002,1597
2015-01-01,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5003,1373
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5004,1116
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5005,1084
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5006,1779
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5007,1603
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5008,1587
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5009,1747
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5010,1617
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5011,1395
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5012,1430
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5013,1719
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5014,1659
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5015,1573
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5016,1869
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5017,1600
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5018,1206
2015-01-01,Sarrià-Sant Gervasi,Sarrià,5019,1656
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5020,1086
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5021,1275
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5022,1722
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5023,1494
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5024,1899
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5025,1566
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5026,1410
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5027,1349
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5028,1550
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5029,1714
2015-01-01,Sarrià-Sant Gervasi,les Tres Torres,5030,1436
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5031,1612
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5032,1728
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5033,1375
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5034,1164
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5035,1089
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5036,1680
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5037,1399
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5038,1233
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5039,1538
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5040,1428
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5041,1916
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5042,1264
2015-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5043,1397
